date,total_deaths,new_cases,tests
2022-04-18,161766,18380,209276026
2022-04-19,161893,27214,209450124
2022-04-20,162098,99848,210060724
2022-04-21,162264,75020,210506904
2022-04-22,162466,73212,210944097
2022-04-23,162609,70520,211365630
2022-04-24,162688,56263,211691841
2022-04-25,162781,24878,211830644
2022-04-26,162927,29575,212013319
2022-04-27,163113,87940,212567845
2022-04-28,163244,69204,213009371
2022-04-29,163377,58861,213390610
2022-04-30,163507,53602,213773683
2022-05-01,163612,40757,214061284
2022-05-02,163736,18896,214183728
2022-05-03,163889,62071,214594775
2022-05-04,164041,47039,214930050
2022-05-05,164179,48255,215257228
2022-05-06,164304,43947,215559634
2022-05-07,164417,40522,215865197
2022-05-08,164489,30804,216068651
2022-05-09,164573,17155,216195210
2022-05-10,164731,56015,216566431
2022-05-11,164846,42249,216861042
2022-05-12,164976,39317,217129696
2022-05-13,165091,38507,217395343
2022-05-14,165182,36042,217659090
2022-05-15,165244,27162,217853667
2022-05-16,165346,13668,217958460
2022-05-17,165494,44489,218293677
2022-05-18,165630,30408,218557950
2022-05-19,165738,30310,218805421
2022-05-20,165827,26561,219039166
2022-05-21,165918,23976,219271097
2022-05-22,165952,17744,219432092
2022-05-23,166032,9820,219525905
2022-05-24,166150,31024,219814768
2022-05-25,166264,22438,220034869
2022-05-26,166371,22093,220251857
2022-05-27,166476,19666,220450754
2022-05-28,166542,18255,220643937
2022-05-29,166569,14826,220786003
2022-05-30,166631,7537,220866180
2022-05-31,166697,24267,221108240
2022-06-01,166756,18391,221300348
2022-06-02,166835,17193,221481403
2022-06-03,166875,9429,221552092
2022-06-04,166922,22527,221741088
2022-06-05,166949,15082,221864787
2022-06-06,167019,8512,221939797
2022-06-07,167089,28082,222173350
2022-06-08,167169,22361,222361374
2022-06-09,167242,23042,222540501
2022-06-10,167305,21554,222710598
2022-06-11,167365,22104,222897832
2022-06-12,167391,18678,223025536
2022-06-13,167432,10371,223100172
2022-06-14,167505,39474,223328731
2022-06-15,167553,31885,223524170
2022-06-16,167617,36573,223718846
2022-06-17,167658,35427,223904665
2022-06-18,167703,34978,224097705
2022-06-19,167721,30526,224257916
2022-06-20,167780,16571,224337291
2022-06-21,167842,62704,224629636
2022-06-22,167892,53905,224876148
2022-06-23,167967,56166,225124190
2022-06-24,168018,55829,225362259
2022-06-25,168058,56386,225613163
2022-06-26,168102,48456,225812503
2022-06-27,168165,24747,225913462
2022-06-28,168234,83555,226243590
2022-06-29,168294,94165,226600800
2022-06-30,168353,83274,226896830
2022-07-01,168425,86334,227212870
2022-07-02,168488,84700,227538458
2022-07-03,168545,71947,227801015
2022-07-04,168604,36282,227930923
2022-07-05,168698,132274,228395655
2022-07-06,168770,107786,228775690
2022-07-07,168864,107240,229153940
2022-07-08,168969,100690,229525814
2022-07-09,169062,98044,229915390
2022-07-10,169106,79920,230219238
2022-07-11,169233,37756,230407391
2022-07-12,169390,142967,230958097
2022-07-13,169496,110168,231368532
2022-07-14,169601,107122,231776628
2022-07-15,169735,96384,232167636
2022-07-16,169846,89830,232565974
2022-07-17,169925,67817,232863728
2022-07-18,170037,31204,232999370
2022-07-19,170213,120683,233518654
2022-07-20,170370,86067,233898775
2022-07-21,170527,80653,234264775
2022-07-22,170682,71075,234605966
2022-07-23,170798,68170,234956596
2022-07-24,170875,51208,235218628
2022-07-25,170979,23699,235341178
2022-07-26,171232,88221,235787896
2022-07-27,171439,63837,236105616
2022-07-28,171638,60381,236401920
2022-07-29,171882,54088,236683578
2022-07-30,172003,49571,236973591
2022-07-31,172086,36966,237178494
2022-08-01,172207,18813,237284333
2022-08-02,172397,64861,237638764
2022-08-03,172568,45621,237894561
2022-08-04,172729,42976,238136571
2022-08-05,172904,38219,238360423
2022-08-06,173062,35004,238589603
2022-08-07,173136,26662,238756084
2022-08-08,173249,11976,238831686
2022-08-09,173426,43084,239104181
2022-08-10,173571,31703,239305690
2022-08-11,173701,28433,239494831
2022-08-12,173853,26693,239672650
2022-08-13,173982,24787,239857770
2022-08-14,174060,19457,239989072
2022-08-15,174102,9894,240053178
2022-08-16,174172,8944,240116727
2022-08-17,174300,36265,240345434
2022-08-18,174447,27296,240512619
2022-08-19,174571,24691,240671524
2022-08-20,174659,24394,240836328
2022-08-21,174722,19470,240954848
2022-08-22,174797,10418,241018036
2022-08-23,174931,35360,241225797
2022-08-24,175043,25389,241400024
2022-08-25,175127,23438,241554167
2022-08-26,175226,21998,241702579
2022-08-27,175306,21805,241860865
2022-08-28,175347,17647,241978632
2022-08-29,175407,8355,242041599
2022-08-30,175505,31088,242250595
2022-08-31,175595,21817,242418090
2022-09-01,175663,20503,242573841
2022-09-02,175754,19160,242732811
2022-09-03,175802,17668,242885263
2022-09-04,175832,13197,242997209
2022-09-05,175872,6610,243061031
2022-09-06,175952,24855,243263271
2022-09-07,176009,17574,243426378
2022-09-08,176098,17550,243575875
2022-09-09,176157,15543,243713008
2022-09-10,176175,15565,243853373
2022-09-11,176209,12317,243962017
2022-09-12,176242,6415,244019536
2022-09-13,176335,23161,244203747
2022-09-14,176404,18854,244375204
2022-09-15,176464,17978,244522187
2022-09-16,176508,17364,244660435
2022-09-17,176546,17154,244800946
2022-09-18,176578,12082,244898037
2022-09-19,176609,8259,244965453
2022-09-20,176669,28395,245172887
2022-09-21,176715,21190,245339387
2022-09-22,176775,22527,245504802
2022-09-23,176824,21085,245656409
2022-09-24,176867,22265,245808830
2022-09-25,176880,18797,245930340
2022-09-26,176912,10008,245996037
2022-09-27,176976,44878,246239458
2022-09-28,177024,36632,246438376
2022-09-29,177054,37522,246636495
2022-09-30,177092,34479,246819554
2022-10-01,177130,33876,246999795
2022-10-02,177150,28509,247147154
2022-10-03,177197,13316,247232847
2022-10-04,177257,60275,247525943
2022-10-05,177300,45225,247750912
2022-10-06,177356,44853,247973838
2022-10-07,177418,44672,248179393
2022-10-08,177478,43716,248394428
2022-10-09,177519,34444,248564666
2022-10-10,177570,15089,248648092
2022-10-11,177650,65925,248981296
2022-10-12,177719,47763,249226042
2022-10-13,177785,45705,249464295
2022-10-14,177883,40580,249680806
2022-10-15,177956,38969,249896478
2022-10-16,177988,30239,250072463
2022-10-17,178081,13439,250156683
2022-10-18,178194,58360,250486252
2022-10-19,178275,41712,250719336
2022-10-20,178359,40563,250948476
2022-10-21,178450,36116,251161564
2022-10-22,178542,31775,251357139
2022-10-23,178594,25554,251518926
2022-10-24,178633,11606,251599245
2022-10-25,178753,48714,251896513
2022-10-26,178846,35043,252113248
2022-10-27,178940,31760,252318986
2022-10-28,179025,29040,252501600
2022-10-29,179101,26802,252677943
2022-10-30,179154,18501,252801626
2022-10-31,179207,7970,252865206
2022-11-01,179289,30551,253086057
2022-11-02,179349,14106,253184819
2022-11-03,179436,38996,253427252
2022-11-04,179554,28426,253606731
2022-11-05,179655,26582,253780143
2022-11-06,179700,20667,253908049
2022-11-07,179753,10242,253973265
2022-11-08,179839,38907,254219122
2022-11-09,179920,28173,254405879
2022-11-10,179985,28200,254586854
2022-11-11,180069,27237,254751696
2022-11-12,180139,27771,254919355
2022-11-13,180185,22802,255052629
2022-11-14,180251,11313,255120385
2022-11-15,180357,47337,255386270
2022-11-16,180445,36187,255580792
2022-11-17,180518,35714,255780377
2022-11-18,180603,34832,255962255
2022-11-19,180679,32840,256139336
2022-11-20,180716,25957,256284754
2022-11-21,180782,12671,256361078
2022-11-22,180899,50285,256635935
2022-11-23,181009,35641,256846546
2022-11-24,181098,36909,257057363
2022-11-25,181182,34601,257255840
2022-11-26,181271,32412,257448184
2022-11-27,181322,23956,257593104
2022-11-28,181403,12266,257670989
2022-11-29,181544,50626,257958950
2022-11-30,181630,36981,258171545
2022-12-01,181733,36598,258382332
2022-12-02,181839,33852,258570319
2022-12-03,181944,33532,258757995
2022-12-04,181989,25416,258902495
2022-12-05,182056,12349,258985091
2022-12-06,182222,49468,259257006
2022-12-07,182324,35376,259455986
2022-12-08,182419,31161,259639054
2022-12-09,182509,11107,259699964
2022-12-10,182619,33380,259894769
2022-12-11,182667,23243,260032376
2022-12-12,182741,11655,260102376
2022-12-13,182883,42463,260367270
2022-12-14,183026,27880,260547997
2022-12-15,183138,24924,260732261
2022-12-16,183269,23077,260890688
2022-12-17,183370,20972,261043553
2022-12-18,183438,16267,261164815
2022-12-19,183522,8548,261229861
2022-12-20,183639,28482,261441807
2022-12-21,183780,20683,261605361
2022-12-22,183936,19570,261751623
2022-12-23,184070,19134,261885904
2022-12-24,184168,19768,262020313
2022-12-25,184212,15975,262127198
2022-12-26,184248,4528,262160820
2022-12-27,184324,8322,262223735
2022-12-28,184528,29763,262408573
2022-12-29,184642,24620,262558741
2022-12-30,184792,24734,262700677
2022-12-31,184918,24396,262837368
2023-01-01,184972,17240,262929698
2023-01-02,185058,5430,262971655
2023-01-03,185198,27106,263148158
2023-01-04,185295,19207,263288068
2023-01-05,185417,17877,263414564
2023-01-06,185488,16498,263536636
2023-01-07,185532,4968,263577470
2023-01-08,185585,13425,263684178
2023-01-09,185650,5624,263736480
2023-01-10,185800,20618,263925574
2023-01-11,185889,12120,264055858
2023-01-12,185993,10823,264182282
2023-01-13,186079,9085,264295702
2023-01-14,186158,8064,264399879
2023-01-15,186187,5814,264474445
2023-01-16,186261,3038,264514913
2023-01-17,186339,11222,264658683
2023-01-18,186412,7621,264767707
2023-01-19,186488,7053,264869515
2023-01-20,186542,6705,264960511
2023-01-21,186601,5746,265056560
2023-01-22,186617,3720,265115208
2023-01-23,186661,2500,265153587
2023-01-24,186734,8062,265278469
2023-01-25,186788,5903,265384379
2023-01-26,186833,5532,265478247
2023-01-27,186871,4975,265562519
2023-01-28,186904,4694,265669095
2023-01-29,186929,3443,265727864
2023-01-30,186962,1829,265762334
2023-01-31,187077,7299,265883876
2023-02-01,187224,5244,265982238
2023-02-02,187272,5558,266073786
2023-02-03,187329,4675,266157770
2023-02-04,187359,4710,266235487
2023-02-05,187377,3487,266291611
2023-02-06,187409,1801,266326837
2023-02-07,187473,7123,266445760
2023-02-08,187513,4709,266538094
2023-02-09,187551,4406,266620812
2023-02-10,187596,3963,266695897
2023-02-11,187618,3809,266765027
2023-02-12,187630,2835,266815824
2023-02-13,187656,1580,266846752
2023-02-14,187722,6733,266981463
2023-02-15,187785,4835,267068922
2023-02-16,187850,4599,267156892
2023-02-17,187898,4374,267230672
2023-02-18,187927,4198,267304758
2023-02-19,187945,3077,267356831
2023-02-20,187964,1613,267389162
2023-02-21,188020,6799,267494567
2023-02-22,188054,4662,267579600
2023-02-23,188094,4720,267663187
2023-02-24,188143,4419,267744616
2023-02-25,188174,3895,267817176
2023-02-26,188187,2839,267871080
2023-02-27,188218,1497,267903677
2023-02-28,188262,5897,268028871
2023-03-01,188294,4633,268115291
2023-03-02,188322,3504,268196399
2023-03-03,188373,3526,268266300
2023-03-04,188396,3263,268337502
2023-03-05,188405,2316,268383054
2023-03-06,188430,1421,268414690
2023-03-07,188475,5687,268516040
2023-03-08,188502,3935,268600732
2023-03-09,188538,3840,268674307
2023-03-10,188570,3606,268745720
2023-03-11,188594,3372,268808414
2023-03-12,188621,2511,268851457
2023-03-13,188658,1379,268880807
2023-03-14,188696,5475,268974223
2023-03-15,188724,3921,269054024
2023-03-16,188750,3466,269127054
2023-03-17,188774,3285,269195262
2023-03-18,188795,2995,269257466
2023-03-19,188802,2163,269302631
2023-03-20,188823,1179,269329460
2023-03-21,188869,5187,269423714
2023-03-22,188899,3865,269498920
2023-03-23,188933,3582,269569208
2023-03-24,188955,3356,269629563
2023-03-25,188974,3360,269694481
2023-03-26,188983,2068,269732554
2023-03-27,188999,1230,269760907
2023-03-28,189037,5015,269850474
2023-03-29,189060,3597,269945304
2023-03-30,189089,3257,270012027
2023-03-31,189131,3002,270074524
2023-04-01,189155,2834,270130380
2023-04-02,189167,2136,270170870
2023-04-03,189182,1219,270197854
2023-04-04,189221,4711,270275685
2023-04-05,189251,3296,270340658
2023-04-06,189262,2877,270400793
2023-04-07,189281,2991,270447908
2023-04-08,189303,2671,270488552
2023-04-09,189309,2194,270518068
2023-04-10,189315,898,270532644
2023-04-11,189337,1445,270560190
2023-04-12,189363,6706,270652546
2023-04-13,189391,4874,270717229
2023-04-14,189427,4322,270772227
2023-04-15,189440,4309,270836013
2023-04-16,189444,2836,270876159
2023-04-17,189462,1498,270900172
2023-04-18,189490,6005,270980141
2023-04-19,189560,4796,271052516
2023-04-20,189582,4216,271116017
2023-04-21,189603,3766,271169610
2023-04-22,189627,3475,271219882
2023-04-23,189643,2614,271257586
2023-04-24,189662,1268,271280820
2023-04-25,189687,4858,271345194
2023-04-26,189712,1578,271369154
2023-04-27,189738,5573,271449155
2023-04-28,189759,3808,271506934
2023-04-29,189786,3314,271555357
2023-04-30,189796,2311,271585778
2023-05-01,189804,1179,271604458
2023-05-02,189825,1472,271630826
2023-05-03,189873,5157,271706737
2023-05-04,189904,3581,271773815
2023-05-05,189936,3417,271821618
2023-05-06,189968,2780,271861132
2023-05-07,189982,1974,271892960
2023-05-08,190005,1096,271912756
2023-05-09,190037,4205,271979483
2023-05-10,190056,2982,272032373
2023-05-11,190080,2592,272079213
2023-05-12,190101,2191,272119125
2023-05-13,190122,2070,272151382
2023-05-14,190138,1384,272178283
2023-05-15,190157,705,272194773
2023-05-16,190192,2965,272248839
2023-05-17,190224,2755,272296198
2023-05-18,190242,2276,272336790
2023-05-19,190276,2061,272373718
2023-05-20,190286,2022,272405400
2023-05-21,190294,1515,272431015
2023-05-22,190313,869,272448588
2023-05-23,190341,3491,272508789
2023-05-24,190366,2245,272555070
2023-05-25,190392,2416,272596017
2023-05-26,190419,2194,272632628
2023-05-27,190440,2046,272664794
2023-05-28,190452,1483,272691685
2023-05-29,190458,800,272706696
2023-05-30,190482,2859,272760454
2023-05-31,190499,2059,272806166
2023-06-01,190517,1767,272842036
2023-06-02,190541,1332,272870483
2023-06-03,190551,630,272883125
2023-06-04,190556,1185,272908557
2023-06-05,190565,732,272923276
2023-06-06,190588,2400,272974102
2023-06-07,190596,1428,273013966
2023-06-08,190625,1377,273050446
2023-06-09,190642,1178,273082005
2023-06-10,190655,1134,273112234
2023-06-11,190664,820,273133616
2023-06-12,190668,455,273145689
2023-06-13,190679,1728,273191010
2023-06-14,190693,1152,273228751
2023-06-15,190706,994,273261725
2023-06-16,190721,913,273291007
2023-06-17,190736,870,273314716
2023-06-18,190744,588,273333853
2023-06-19,190751,297,273345870
2023-06-20,190764,1417,273387192
2023-06-21,190776,816,273422377
2023-06-22,190782,759,273454631
2023-06-23,190803,731,273481076
2023-06-24,190820,686,273502730
2023-06-25,190826,529,273521309
2023-06-26,190836,381,273532585
2023-06-27,190855,1002,273571881
2023-06-28,190864,689,273605381
2023-06-29,190868,683,273634829
2023-06-30,190877,585,273660572
2023-07-01,190887,562,273680864
2023-07-02,190888,391,273698211
2023-07-03,190893,195,273708453
2023-07-04,190900,810,273744635
2023-07-05,190902,611,273775813
2023-07-06,190906,577,273802595
2023-07-07,190909,469,273826998
2023-07-08,190916,486,273845416
2023-07-09,190918,402,273861708
2023-07-10,190919,198,273872374
2023-07-11,190932,802,273907037
2023-07-12,190934,514,273937498
2023-07-13,190942,540,273964004
2023-07-14,190955,508,273986706
2023-07-15,190959,430,274007160
2023-07-16,190961,319,274022817
2023-07-17,190967,200,274032464
2023-07-18,190979,842,274065240
2023-07-19,190986,538,274091041
2023-07-20,190987,568,274114857
2023-07-21,190996,545,274138152
2023-07-22,191002,563,274155134
2023-07-23,191003,373,274171070
2023-07-24,191004,231,274179830
2023-07-25,191008,1010,274211071
2023-07-26,191009,718,274235663
2023-07-27,191012,689,274257844
2023-07-28,191017,706,274276685
2023-07-29,191019,655,274292273
2023-07-30,191020,553,274305748
2023-07-31,191022,276,274313616
2023-08-01,191031,1395,274342689
2023-08-02,191044,1054,274373971
2023-08-03,191053,1093,274396076
2023-08-04,191063,983,274414469
2023-08-05,191068,959,274431027
2023-08-06,191070,524,274442435
2023-08-07,191081,421,274451329
2023-08-08,191104,1269,274473867
2023-08-09,191111,941,274493230
2023-08-10,191118,959,274511572
2023-08-11,191135,940,274527976
2023-08-12,191144,1002,274542270
2023-08-13,191147,689,274552119
2023-08-14,191156,475,274558992
2023-08-15,191162,1421,274577525
2023-08-16,191167,433,274584632
2023-08-17,191175,1695,274605495
2023-08-18,191180,1433,274623282
2023-08-19,191182,1591,274638086
2023-08-20,191186,1256,274650489
2023-08-21,191189,635,274658693
2023-08-22,191200,2794,274686307
2023-08-23,191211,2202,274710847
2023-08-24,191219,1938,274734449
2023-08-25,191233,2158,274751928
2023-08-26,191237,1969,274772079
2023-08-27,191247,1486,274785932
2023-08-28,191253,867,274795553
2023-08-29,191266,3745,274826210
2023-08-30,191276,2703,274852965
2023-08-31,191292,2851,274877402
2023-09-01,191308,2710,274899662
2023-09-02,191318,2758,274923424
2023-09-03,191324,2125,274941015
2023-09-04,191337,1203,274949999
2023-09-05,191349,5547,274990701
2023-09-06,191370,4122,275021669
2023-09-07,191391,3975,275051083
2023-09-08,191401,3926,275080509
2023-09-09,191407,3835,275105215
2023-09-10,191415,3066,275127348
2023-09-11,191429,1548,275141541
2023-09-12,191447,8510,275188441
2023-09-13,191469,5918,275228417
2023-09-14,191483,5574,275265671
2023-09-15,191503,5083,275299340
2023-09-16,191516,5028,275332185
2023-09-17,191521,3644,275354525
2023-09-18,191539,1758,275366700
2023-09-19,191566,8708,275419720
2023-09-20,191586,6307,275461081
2023-09-21,191618,6078,275502417
2023-09-22,191638,5634,275536431
2023-09-23,191650,5417,275568211
2023-09-24,191656,4473,275598509
2023-09-25,191664,1874,275610998
2023-09-26,191684,8834,275667081
2023-09-27,191715,6465,275712241
2023-09-28,191732,6657,275756324
2023-09-29,191758,6594,275796953
2023-09-30,191780,4906,275828044
2023-10-01,191791,5293,275857914
2023-10-02,191813,1968,275872132
2023-10-03,191838,11366,275934414
2023-10-04,191852,7355,275982989
2023-10-05,191880,6968,276031506
2023-10-06,191906,6576,276067936
2023-10-07,191934,6116,276110815
2023-10-08,191940,3978,276137132
2023-10-09,191960,1793,276153959
2023-10-10,191988,9320,276208760
2023-10-11,192013,6875,276253000
2023-10-12,192039,6210,276296502
2023-10-13,192075,5148,276331611
2023-10-14,192098,4851,276366648
2023-10-15,192113,3153,276388163
2023-10-16,192141,2324,276403605
2023-10-17,192185,7577,276458853
2023-10-18,192210,4581,276498458
2023-10-19,192254,4286,276535788
2023-10-20,192283,4050,276568512
2023-10-21,192312,3964,276598547
2023-10-22,192326,2639,276621084
2023-10-23,192350,1342,276632755
2023-10-24,192374,7072,276684458
2023-10-25,192406,4570,276722008
2023-10-26,192436,4444,276757645
2023-10-27,192462,4188,276788382
2023-10-28,192479,4183,276819607
2023-10-29,192485,2646,276841050
2023-10-30,192504,1368,276851842
2023-10-31,192535,6446,276895294
2023-11-01,192554,4097,276928106
2023-11-02,192594,1294,276940111
2023-11-03,192620,5387,276972514
2023-11-04,192646,3978,277006254
2023-11-05,192652,2706,277027192
2023-11-06,192658,1357,277039131
2023-11-07,192690,7311,277089876
2023-11-08,192717,4756,277126165
2023-11-09,192740,5130,277163870
2023-11-10,192772,4304,277194506
2023-11-11,192794,4477,277224413
2023-11-12,192815,3094,277246002
2023-11-13,192840,1585,277257989
2023-11-14,192885,8952,277310137
2023-11-15,192909,6777,277350687
2023-11-16,192945,6725,277390585
2023-11-17,192984,6609,277423978
2023-11-18,193020,6403,277456313
2023-11-19,193043,4063,277481471
2023-11-20,193079,2001,277493423
2023-11-21,193126,11440,277563870
2023-11-22,193144,7714,277605607
2023-11-23,193187,8032,277648019
2023-11-24,193228,6865,277681759
2023-11-25,193264,6840,277717075
2023-11-26,193284,4008,277739857
2023-11-27,193314,2075,277752212
2023-11-28,193381,15513,277835147
2023-11-29,193435,8844,277883545
2023-11-30,193487,8826,277928193
2023-12-01,193550,8263,277968213
2023-12-02,193588,8911,278011632
2023-12-03,193614,5458,278039413
2023-12-04,193645,2794,278054144
2023-12-05,193701,13741,278121571
2023-12-06,193742,11505,278168351
2023-12-07,193797,8799,278213242
2023-12-08,193867,6991,278250785
2023-12-09,193897,2467,278262743
2023-12-10,193906,6778,278301616
2023-12-11,193927,3277,278318038
2023-12-12,194001,16615,278393569
2023-12-13,194064,11477,278447674
2023-12-14,194148,10968,278501565
2023-12-15,194223,9904,278548017
2023-12-16,194263,8772,278594129
2023-12-17,194306,5476,278625876
2023-12-18,194337,3107,278645731
2023-12-19,194432,13117,278718093
2023-12-20,194489,9096,278771518
2023-12-21,194562,8596,278820765
2023-12-22,194635,7761,278865622
2023-12-23,194689,8884,278914670
2023-12-24,194718,7341,278946476
2023-12-25,194738,3914,278964872
2023-12-26,194754,1646,278978324
2023-12-27,194768,2848,278998167
2023-12-28,194887,10419,279064472
2023-12-29,194936,7070,279106051
2023-12-30,195009,6497,279145744
2023-12-31,195018,4445,279169542
2024-01-01,195043,2119,279184500
2024-01-02,195067,1361,279196706
2024-01-03,195139,6826,279240685
2024-01-04,195194,4171,279283870
2024-01-05,195154,4055,279315849
2024-01-06,195308,3228,279345985
2024-01-07,195335,946,279358965
2024-01-08,195380,1111,279374569
2024-01-09,195439,4345,279422431
2024-01-10,195494,3089,279467254
2024-01-11,195552,1981,279498779
2024-01-12,195597,1634,279527791
2024-01-13,195609,1525,279552054
2024-01-14,195624,882,279568911
2024-01-15,195662,451,279580443
2024-01-16,195715,1944,279619028
2024-01-17,195752,1258,279648186
2024-01-18,195780,1281,279676133
2024-01-19,195811,927,279701284
2024-01-20,195856,849,279721423
2024-01-21,195863,577,279737189
2024-01-22,195879,279,279746975
2024-01-23,195912,1137,279781128
2024-01-24,195955,760,279808405
2024-01-25,195975,668,279835145
2024-01-26,195999,639,279857342
2024-01-27,196016,591,279876798
2024-01-28,196023,390,279892194
2024-01-29,196038,186,279900908
2024-01-30,196062,822,279932781
2024-01-31,196070,563,279959521
2024-02-01,196093,530,279983053
2024-02-02,196109,477,280003889
2024-02-03,196121,447,280022186
2024-02-04,196129,315,280036394
2024-02-05,196137,166,280044365
2024-02-06,196155,611,280077130
2024-02-07,196165,446,280102455
2024-02-08,196179,397,280127805
2024-02-09,196190,344,280148333
2024-02-10,196218,347,280165504
2024-02-11,196221,185,280180320
2024-02-12,196230,121,280188114
2024-02-13,196250,456,280217099
2024-02-14,196257,373,280238086
2024-02-15,196266,283,280265770
2024-02-16,196275,243,280284582
2024-02-17,196284,229,280302821
2024-02-18,196286,159,280316977
2024-02-19,196290,95,280325790
2024-02-20,196299,386,280360616
2024-02-21,196309,212,280384928
2024-02-22,196318,206,280407559
2024-02-23,196316,173,280427527
2024-02-24,196327,166,280441010
2024-02-25,196329,99,280455407
2024-02-26,196331,80,280464954
2024-02-27,196344,232,280493679
2024-02-28,196348,147,280517410
2024-02-29,196352,153,280539279
2024-03-01,196359,164,280557897
2024-03-02,196365,167,280574128
2024-03-03,196367,68,280587786
2024-03-04,196369,48,280594919
2024-03-05,196374,263,280624957
2024-03-06,196379,135,280647500
2024-03-07,196383,117,280667882
2024-03-08,196390,143,280686343
2024-03-09,196397,105,280700400
2024-03-10,196398,83,280714704
2024-03-11,196400,55,280721957
2024-03-12,196413,121,280750202
2024-03-13,196420,114,280781667
2024-03-14,196425,149,280803140
2024-03-15,196431,159,280822644
2024-03-16,196435,101,280837757
2024-03-17,196436,69,280853139
2024-03-18,196437,43,280862442
2024-03-19,196443,165,280888285
2024-03-20,196446,97,280910073
2024-03-21,196454,111,280930925
2024-03-22,196456,87,280948285
2024-03-23,196459,87,280962536
2024-03-24,196461,74,280976537
2024-03-25,196462,46,280983865
2024-03-26,196464,114,281009710
2024-03-27,196466,84,281030509
2024-03-28,196478,65,281048843
2024-03-29,196480,89,281063842
2024-03-30,196481,80,281073860
2024-03-31,196481,53,281083770
2024-04-01,196484,30,281088490
2024-04-02,196485,48,281099244
2024-04-03,196487,140,281126449
2024-04-04,196489,120,281146823
2024-04-05,196492,81,281164382
2024-04-06,196492,101,281176383
2024-04-07,196493,48,281188787
2024-04-08,196495,36,281197757
2024-04-09,196500,168,281225699
2024-04-10,196502,92,281245638
2024-04-11,196502,80,281264957
2024-04-12,196504,90,281280583
2024-04-13,196504,51,281292198
2024-04-14,196505,58,281303535
2024-04-15,196508,33,281311159
2024-04-16,196509,149,281336214
2024-04-17,196511,77,281353177
2024-04-18,196513,73,281371199
2024-04-19,196517,85,281389472
2024-04-20,196517,94,281400683
2024-04-21,196517,64,281411069
2024-04-22,196518,36,281418249
2024-04-23,196518,88,281438954
2024-04-24,196518,88,281453799
2024-04-25,196522,59,281466672
2024-04-26,196525,46,281471618
2024-04-27,196526,111,281482445
2024-04-28,196526,72,281493055
2024-04-29,196526,48,281498368
2024-04-30,196526,167,281515069
2024-05-01,196527,115,281530352
2024-05-02,196528,50,281537398
2024-05-03,196530,117,281552187
2024-05-04,196530,83,281563570
2024-05-05,196530,70,281570772
2024-05-06,196530,44,281579845
2024-05-07,196533,140,281597562
2024-05-08,196536,123,281612638
